NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정,ESG점수,E점수,S점수,G점수
527,신한은행,000010,등급없음,등급없음,등급없음,A,2025,,,,,0,0,0,8
751,동화약품,000020,C,B,C,C,2025,,,,,4,6,4,4
413,우리은행,000030,등급없음,등급없음,등급없음,B+,2025,,,,,0,0,0,7
999,KR모터스,000040,D,C,D,D,2025,,,,,2,4,2,2
900,경방,000050,C,C,D,C,2025,,,,,4,4,2,4
703,메리츠화재해상보험,000060,등급없음,등급없음,등급없음,B+,2025,,,,,0,0,0,7
620,삼양홀딩스,000070,B+,A,A,B,2025,,,,,7,8,8,6
145,하이트진로,000080,B,B+,A,C,2025,,,,,6,7,8,4
373,유한양행,000100,A,B+,A+,A,2025,,,,,8,7,9,8
134,한국스탠다드차타드은행,000110,등급없음,등급없음,등급없음,A+,2025,,,,,0,0,0,9
1078,CJ대한통운,000120,B,A,A+,C,2025,통합 등급조정(2025.11.),,,지배구조 등급조정(2025.11.),6,8,9,4
144,하이트진로홀딩스,000140,C,B+,A,C,2025,,,,,4,7,8,4
750,두산,000150,A,A,A+,B+,2025,,,,,8,8,9,7
577,성창기업지주,000180,D,C,D,D,2025,,,,,2,4,2,2
1066,DL,000210,A,A+,A,A,2025,,,사회 등급조정(2026.01.),,8,9,8,8
378,유유제약,000220,D,D,C,D,2025,,,,,2,2,4,2
339,일동홀딩스,000230,A,A,A+,B+,2025,,,,,8,8,9,7
132,한국앤컴퍼니,000240,B,B+,A+,C,2025,통합 등급조정(2025.11.),,,지배구조 등급조정(2025.11.),6,7,9,4
609,삼천당제약,000250,D,D,D,C,2025,,,,,2,2,2,4
864,기아,000270,B+,A+,A,B,2025,통합 등급조정(2026.01.),,사회 등급조정(2026.01.),,7,9,8,6
1068,DH오토넥스,000300,D,D,D,D,2025,,,,,2,2,2,2
841,노루홀딩스,000320,B+,A,A+,B,2025,,,,,7,8,9,6
67,한화손해보험,000370,A,A+,A,B+,2025,,,,,8,9,8,7
601,삼화페인트공업,000390,B+,B+,B+,B+,2025,,,,,7,7,7,7
727,롯데손해보험,000400,B+,B+,A,B+,2025,,,,,7,7,8,7
806,대원강업,000430,A,B+,A,A,2025,,,,,8,7,8,8
546,시알홀딩스,000480,C,B+,A,D,2025,,,,,4,7,8,2
822,대동,000490,A,A,A+,B+,2025,,,,,8,8,9,7
911,가온전선,000500,B+,A,A+,B,2025,,,,,7,8,9,6
612,삼일제약,000520,C,B,C,C,2025,,,,,4,6,4,4
2,흥국화재,000540,B+,B+,B,B+,2025,,,,,7,7,6,7
1074,CS홀딩스,000590,C,D,D,B,2025,,,,,4,2,2,6
767,동아쏘시오홀딩스,000640,A,A,A+,A,2025,,,,,8,8,9,8
279,천일고속,000650,C,C,D,C,2025,,,,,4,4,2,4
931,SK하이닉스,000660,A,A,A+,B+,2025,,,,,8,8,9,7
431,영풍,000670,B,B,A,C,2025,,,,,6,6,8,4
980,LS네트웍스,000680,C,B,B+,C,2025,,,,,4,6,7,4
381,유수홀딩스,000700,B+,B,A,B+,2025,,,,,7,6,8,7
57,현대건설,000720,A,A,A+,A,2025,,,,,8,8,9,8
353,이화산업,000760,D,D,D,D,2025,,,,,2,2,2,2
627,삼성화재해상보험,000810,A,A,A+,A,2025,,,,,8,8,9,8
17,화천기공,000850,C,D,C,C,2025,,,,,4,2,4,4
909,강남제비스코,000860,B+,B+,A,B+,2025,,,,,7,7,8,7
70,한화,000880,A,A,A,B+,2025,,,,,8,8,8,7
663,보해양조,000890,D,D,D,C,2025,,,,,2,2,2,4
386,유니온,000910,C,C,C,C,2025,,,,,4,4,4,4
324,전방,000950,D,C,D,D,2025,,,,,2,4,2,2
124,한국주철관공업,000970,D,C,D,D,2025,,,,,2,4,2,2
1069,DB하이텍,000990,B+,B+,A,B+,2025,,,,,7,7,8,7
180,페이퍼코리아,001020,D,C,D,D,2025,,,,,2,4,2,2
1082,CJ,001040,B+,A,A+,B,2025,통합 등급조정(2025.11.),,,지배구조 등급조정(2025.11.),7,8,9,6
1019,JW중외제약,001060,B+,B+,A,B+,2025,,,,,7,7,8,7
798,대한방직,001070,D,C,D,D,2025,,,,,2,4,2,2
711,만호제강,001080,D,D,D,D,2025,,,,,2,2,2,2
974,LX인터내셔널,001120,A,B+,A,A,2025,,,,,8,7,8,8
793,대한제분,001130,C,C,C,C,2025,,,,,4,4,4,4
879,국보,001140,D,C,D,D,2025,,,,,2,4,2,2
376,유진증권,001200,B+,B,A,B,2025,,,,지배구조 등급조정(2025.11.),7,6,8,6
868,금호전기,001210,D,C,C,D,2025,,,,,2,4,4,2
775,동국홀딩스,001230,B+,B+,A,B+,2025,,,,,7,7,8,7
1052,GS글로벌,001250,A,B+,A,A,2025,,,,,8,7,8,8
858,남광토건,001260,D,C,D,D,2025,,,,,2,4,2,2
661,부국증권,001270,C,D,C,B,2025,,,,,4,2,4,6
600,상상인증권,001290,B,D,B,B,2025,,,,,6,2,6,6
960,PKC,001340,D,C,D,D,2025,,,,,2,4,2,2
632,삼성제약,001360,D,D,D,D,2025,,,,,2,2,2,2
951,SG글로벌,001380,D,C,D,D,2025,,,,,2,4,2,2
1004,KG케미칼,001390,C,B+,B+,D,2025,,,,,4,7,7,2
208,태원물산,001420,D,D,D,D,2025,,,,,2,2,2,2
573,세아베스틸지주,001430,A,A,A,A,2025,,,,,8,8,8,8
796,대한전선,001440,A,A,A,B+,2025,,,,,8,8,8,7
31,현대해상,001450,A,A+,A,A,2025,,,,,8,9,8,8
1083,BYC,001460,D,D,D,C,2025,,,,,2,2,2,4
38,현대차증권,001500,A,A,A+,B+,2025,,,,,8,8,9,7
934,SK증권,001510,A,A+,A+,B+,2025,,,,,8,9,9,7
764,동양,001520,B+,A,A+,B,2025,,,,,7,8,9,6
739,디아이동일,001530,D,D,C,D,2025,,,,,2,2,4,2
306,조비,001550,D,D,C,D,2025,,,,,2,2,4,2
314,제일연마,001560,C,C,C,C,2025,,,,,4,4,4,4
872,금양,001570,D,C,D,D,2025,,,,,2,4,2,2
262,케이비아이동국실업,001620,D,C,C,D,2025,,,,,2,4,4,2
299,종근당홀딩스,001630,A,A,A,A,2025,,,,,8,8,8,8
818,대상,001680,B+,A,A+,B,2025,,,,,7,8,9,6
533,신영증권,001720,B+,B+,A,B+,2025,,,,,7,7,8,7
942,SK네트웍스,001740,A,A,A+,A,2025,,,,,8,8,9,8
87,한양증권,001750,B,D,B,B,2025,,,,,6,2,6,6
949,SHD,001770,D,D,D,C,2025,,,,,2,2,2,4
482,알루코,001780,C,C,B,C,2025,,,,,4,4,6,4
794,대한제당,001790,D,C,C,D,2025,,,,,2,4,4,2
425,오리온홀딩스,001800,B+,B+,A,B+,2025,,,,,7,7,8,7
602,삼화콘덴서공업,001820,C,C,C,C,2025,,,,,4,4,4,4
1002,KISCO홀딩스,001940,C,C,B,D,2025,,,,,4,4,6,2
236,코오롱,002020,B+,B+,A,B,2025,,,,,7,7,8,6
505,아세아,002030,B+,B+,A,B+,2025,,,,,7,7,8,7
654,비비안,002070,D,D,D,D,2025,,,,,2,2,2,2
904,경농,002100,D,C,D,D,2025,,,,,2,4,2,2
894,고려산업,002140,D,D,D,C,2025,,,,,2,2,2,4
779,도화엔지니어링,002150,C,C,C,C,2025,,,,,4,4,4,4
622,삼양통상,002170,D,D,D,C,2025,,,,,2,2,2,4
136,한국수출포장공업,002200,C,C,C,B,2025,,,,,4,4,4,6
769,동성제약,002210,D,D,D,D,2025,,,,,2,2,2,2
82,한일철강,002220,D,D,D,D,2025,,,,,2,2,2,2
892,고려제강,002240,D,C,D,D,2025,,,,,2,4,2,2
503,아세아제지,002310,B+,B+,A,B,2025,,,,,7,7,8,6
76,한진,002320,A,A,A,B+,2025,,,,,8,8,8,7
848,넥센타이어,002350,B,A,A+,C,2025,,,,,6,8,9,4
948,SH에너지화학,002360,C,C,D,B,2025,,,,,4,4,2,6
258,케이씨씨,002380,B,B+,A,C,2025,,,,,6,7,8,4
109,한독,002390,A,A,A+,B+,2025,,,,,8,8,9,7
668,범양건영,002410,D,D,D,D,2025,,,,,2,2,2,2
576,세기상사,002420,C,D,D,B,2025,,,,,4,2,2,6
614,삼익악기,002450,D,D,D,D,2025,,,,,2,2,2,2
1025,HS화성,002460,C,C,B,B,2025,,,,,4,4,6,6
1014,KB손해보험,002550,등급없음,등급없음,등급없음,A,2025,,,,,0,0,0,8
302,조흥,002600,C,B,C,C,2025,,,,,4,6,4,4
313,제일파마홀딩스,002620,B+,B,A,B+,2025,,,,,7,6,8,7
427,오리엔트바이오,002630,D,D,D,D,2025,,,,,2,2,2,2
754,동일제강,002690,C,C,D,C,2025,,,,,4,4,2,4
531,신일전자,002700,D,D,D,D,2025,,,,,2,2,2,2
918,TCC스틸,002710,B+,B+,A,B,2025,,,,,7,7,8,6
877,국제약품,002720,D,D,D,C,2025,,,,,2,2,2,4
666,보락,002760,D,D,D,D,2025,,,,,2,2,2,2
283,진흥기업,002780,D,D,C,C,2025,,,,,2,2,4,4
506,아모레퍼시픽홀딩스,002790,A,A,A+,A,2025,,,,,8,8,9,8
618,삼영무역,002810,C,D,D,B,2025,,,,,4,2,2,6
919,SUN&L,002820,C,C,C,B,2025,,,,,4,4,4,6
677,미원상사,002840,C,C,D,B,2025,,,,,4,4,2,6
530,신풍,002870,D,D,D,D,2025,,,,,2,2,2,2
802,대유에이텍,002880,C,C,B,C,2025,,,,,4,4,6,4
916,TYM,002900,C,B+,A,D,2025,,,,,4,7,8,2
382,유성기업,002920,C,C,C,C,2025,,,,,4,4,4,4
135,한국쉘석유,002960,C,D,C,B,2025,,,,,4,2,4,6
871,금호건설,002990,C,B,C,C,2025,,,사회 등급조정(2026.01.),,4,6,4,4
662,부광약품,003000,B+,B+,A,B+,2025,,,,,7,7,8,7
28,혜인,003010,D,D,D,D,2025,,,,,2,2,2,2
571,세아제강지주,003030,C,B+,A,C,2025,,,,,4,7,8,4
455,에이프로젠바이오로직스,003060,D,C,D,D,2025,,,,,2,4,2,2
234,코오롱글로벌,003070,B+,B+,B+,B+,2025,,,,,7,7,7,7
955,SB성보,003080,D,D,C,C,2025,,,,,2,2,4,4
808,대웅,003090,B,A,A+,C,2025,,,,,6,8,9,4
337,일성아이에스,003120,D,D,D,D,2025,,,,,2,2,2,2
740,디아이,003160,D,C,C,D,2025,,,,,2,4,4,2
336,일신방직,003200,D,C,C,D,2025,,,,,2,4,4,2
804,대원제약,003220,A,B+,A+,B+,2025,,,,,8,7,9,7
624,삼양식품,003230,A+,A+,A+,A,2025,,,,,9,9,9,8
212,태광산업,003240,B+,A,A+,B,2025,,,,,7,8,9,6
1,흥아해운,003280,C,B,B+,C,2025,,,,,4,6,7,4
80,한일홀딩스,003300,B+,A,A+,B,2025,,,,,7,8,9,6
112,한국화장품제조,003350,D,C,C,D,2025,,,,,2,4,4,2
148,하림지주,003380,B+,A,A,B,2025,,,,,7,8,8,6
261,케이비증권,003450,등급없음,등급없음,등급없음,B+,2025,,,,지배구조 등급조정(2025.11.),0,0,0,7
372,유화증권,003460,D,D,C,D,2025,,,,,2,2,4,2
380,유안타증권,003470,C,C,D,C,2025,,,,지배구조 등급조정(2025.11.),4,4,2,4
75,한진중공업홀딩스,003480,D,D,C,D,2025,,,,,2,2,4,2
792,대한항공,003490,A,A,A,B+,2025,,,,,8,8,8,7
432,영진약품,003520,B+,B+,A,B+,2025,,,,,7,7,8,7
61,한화투자증권,003530,A,A,A+,B+,2025,,,,,8,8,9,7
812,대신증권,003540,B,B+,B+,B,2025,,,,,6,7,7,6
991,LG,003550,A,B+,A+,B+,2025,,,,,8,7,9,7
493,아이에이치큐,003560,D,D,D,D,2025,,,,,2,2,2,2
928,SNT다이내믹스,003570,D,C,C,D,2025,,,,,2,4,4,2
1033,HLB글로벌,003580,D,D,D,D,2025,,,,,2,2,2,2
670,방림,003610,D,C,D,D,2025,,,,,2,4,2,2
1008,KG모빌리티,003620,C,B,B,D,2025,,,,,4,6,6,2
673,미창석유공업,003650,D,C,D,D,2025,,,,,2,4,2,2
172,포스코퓨처엠,003670,A,A,A+,A,2025,,,,,8,8,9,8
102,한성기업,003680,B,B+,A,C,2025,,,,,6,7,8,4
244,코리안리,003690,A,A,A+,A,2025,,,,,8,8,9,8
619,삼영,003720,D,C,D,D,2025,,,,,2,4,2,2
289,진양산업,003780,D,D,D,D,2025,,,,,2,2,2,2
790,대한화섬,003830,B+,B+,A,B,2025,,,,,7,7,8,6
665,보령,003850,A,A,A+,B+,2025,,,,,8,8,9,7
855,남양유업,003920,B,A,A+,C,2025,,,,,6,8,9,4
647,사조대림,003960,A,A,A,B+,2025,,,,,8,8,8,7
722,롯데정밀화학,004000,A,A,A+,A,2025,,,,,8,8,9,8
40,현대제철,004020,B+,B+,A+,B,2025,,,,,7,7,9,6
950,SG세계물산,004060,D,D,C,D,2025,,,,,2,2,4,2
521,신흥,004080,C,D,C,C,2025,,,,,4,2,4,4
137,한국석유공업,004090,B+,B+,B+,A,2025,,,,,7,7,7,8
210,태양금속공업,004100,D,C,C,D,2025,,,,,2,4,4,2
773,동방,004140,C,B,B+,C,2025,,,,,4,6,7,4
91,한솔홀딩스,004150,A,A,A,A,2025,,,,,8,8,8,8
539,신세계,004170,A+,A+,A+,A,2025,,,,,9,9,9,8
441,엔피씨,004250,D,C,C,D,2025,,,,,2,4,4,2
856,남성,004270,D,D,C,D,2025,,,,,2,2,4,2
47,현대약품,004310,C,C,B,D,2025,,,,,4,4,6,2
575,세방,004360,B,B+,B+,C,2025,,,,,6,7,7,4
838,농심,004370,B,A,A+,D,2025,,,,,6,8,9,2
615,삼익THK,004380,C,C,C,C,2025,,,,,4,4,4,4
589,서울식품공업,004410,D,C,D,D,2025,,,,,2,4,2,2
555,송원산업,004430,C,B+,A,D,2025,,,,,4,7,8,2
613,삼일씨엔에스,004440,D,C,D,D,2025,,,,,2,4,2,2
605,삼화왕관,004450,D,C,D,D,2025,,,,,2,4,2,2
574,세방전지,004490,B,A,A,D,2025,,,,,6,8,8,2
861,깨끗한나라,004540,B,B,B+,B,2025,,,,,6,6,7,6
48,현대비앤지스틸,004560,B+,B+,A,B,2025,,,,,7,7,8,6
608,삼천리,004690,C,B+,B+,D,2025,,,,,4,7,7,2
307,조광피혁,004700,D,D,D,D,2025,,,,,2,2,2,2
93,한솔테크닉스,004710,A,B+,A,A,2025,,,,,8,7,8,8
185,팜젠사이언스,004720,B,B+,A,C,2025,,,,,6,7,8,4
517,써니전자,004770,D,C,D,D,2025,,,,,2,4,2,2
14,효성,004800,A,A,A+,B+,2025,,,,,8,8,9,7
782,덕성,004830,D,C,C,D,2025,,,,,2,4,4,2
1063,DRB동일,004840,B+,B+,A,B+,2025,,,,,7,7,8,7
195,티웨이홀딩스,004870,D,D,D,D,2025,,,,,2,2,2,2
755,동일산업,004890,C,C,C,C,2025,,,,,4,4,4,4
308,조광페인트,004910,B+,A,A,B,2025,,,,,7,8,8,6
514,씨아이테크,004920,D,D,D,D,2025,,,,,2,2,2,2
155,하나은행,004940,등급없음,등급없음,등급없음,A,2025,,,,,0,0,0,8
89,한신공영,004960,D,C,C,D,2025,,,,,2,4,4,2
543,신라교역,004970,D,D,D,C,2025,,,,,2,2,2,4
581,성신양회,004980,B+,B+,A,B,2025,,,,,7,7,8,6
721,롯데지주,004990,A,A,A+,B+,2025,,,,,8,8,9,7
6,휴스틸,005010,C,C,C,C,2025,,,,,4,4,4,4
657,부산주공,005030,D,C,C,D,2025,,,,,2,4,4,2
239,코스모신소재,005070,C,C,D,C,2025,,,,,4,4,2,4
952,SGC에너지,005090,B+,B+,A,B,2025,,,,,7,7,8,6
73,한창,005110,D,D,D,D,2025,,,,,2,2,2,2
649,빙그레,005180,A,A,A+,B+,2025,,,,,8,8,9,7
839,녹십자홀딩스,005250,B+,A,A,B,2025,,,,,7,8,8,6
491,아이엠뱅크,005270,등급없음,등급없음,등급없음,B+,2025,,,,,0,0,0,7
658,부산은행,005280,등급없음,등급없음,등급없음,A,2025,,,,,0,0,0,8
753,동진쎄미켐,005290,B,A,A+,D,2025,,,,,6,8,9,2
720,롯데칠성음료,005300,A,A,A+,B+,2025,,,,,8,8,9,7
421,온타이드,005320,D,D,D,D,2025,,,,,2,2,2,2
694,모나미,005360,D,D,C,D,2025,,,,,2,2,4,2
41,현대자동차,005380,A,A+,A,B+,2025,,,,,8,9,8,7
540,신성통상,005390,D,C,D,D,2025,,,,,2,4,2,2
238,코스모화학,005420,C,C,C,C,2025,,,,,4,4,4,4
142,한국공항,005430,A,A,A+,B+,2025,,,,,8,8,9,7
39,현대지에프홀딩스,005440,A,A,A+,A,2025,,,,,8,8,9,8
959,POSCO홀딩스,005490,A+,A,A+,A+,2025,,,,,9,8,9,9
610,삼진제약,005500,B+,B,B+,B+,2025,,,,,7,6,7,7
923,SPC삼립,005610,B,B+,A,C,2025,,,,,6,7,8,4
171,푸드웰,005670,D,C,C,D,2025,,,,,2,4,4,2
617,삼영전자공업,005680,D,C,C,D,2025,,,,,2,4,4,2
189,파미셀,005690,D,D,D,D,2025,,,,,2,2,2,2
849,넥센,005720,B,B+,A,C,2025,,,,,6,7,8,4
221,크라운해태홀딩스,005740,B,B,B+,B,2025,,,,,6,6,7,6
820,대림바스,005750,C,C,C,B,2025,,,,,4,4,4,6
534,신영와코루,005800,D,D,D,D,2025,,,,,2,2,2,2
167,풍산홀딩스,005810,B+,B,A,B+,2025,,,,,7,6,8,7
403,원림,005820,D,D,D,D,2025,,,,,2,2,2,2
1071,DB손해보험,005830,B+,A,A,B+,2025,,,,,7,8,8,7
474,에스엘,005850,A,B+,A+,B+,2025,,,,,8,7,9,7
8,휴니드테크놀러지스,005870,D,C,C,D,2025,,,,,2,4,4,2
791,대한해운,005880,B,A,A,C,2025,,,,,6,8,8,4
633,삼성전자,005930,A,B+,A+,B+,2025,,,,,8,7,9,7
967,NH투자증권,005940,B+,A,A,B+,2025,통합 등급조정(2025.11.),,,지배구조 등급조정(2025.11.),7,8,8,7
361,이수화학,005950,C,B,B+,D,2025,,,,,4,6,7,2
771,동부건설,005960,B+,B+,B+,B,2025,,,,,7,7,7,6
760,동원산업,006040,A,A,A+,B+,2025,,,,,8,8,9,7
23,화승인더스트리,006060,B+,B+,B+,B,2025,,,,,7,7,7,6
643,사조오양,006090,C,B,B+,C,2025,,,,,4,6,7,4
626,삼아알미늄,006110,D,C,C,D,2025,,,,,2,4,4,2
941,SK디스커버리,006120,A,A,A+,A,2025,,,,,8,8,9,8
129,한국전자홀딩스,006200,D,C,D,D,2025,,,,,2,4,2,2
311,제주은행,006220,A,B+,A,A,2025,,,,,8,7,8,8
981,LS,006260,B+,A,A+,B,2025,,,,,7,8,9,6
840,녹십자,006280,A,A,A,B+,2025,,,,,8,8,8,7
805,대원전선,006340,D,C,D,D,2025,,,,,2,4,2,2
323,전북은행,006350,등급없음,등급없음,등급없음,B+,2025,,,,,0,0,0,7
1053,GS건설,006360,A,A,A+,B+,2025,,,,,8,8,9,7
825,대구백화점,006370,D,D,C,D,2025,,,,,2,2,4,2
270,카프로,006380,C,C,C,C,2025,,,,,4,4,4,4
81,한일현대시멘트,006390,B+,A,B+,B+,2025,통합 등급조정(2025.11.),,사회 등급조정(2025.11.),,7,8,7,7
640,삼성SDI,006400,A,A,A+,B+,2025,,,,,8,8,9,7
349,인스코비,006490,D,D,D,D,2025,,,,,2,2,2,2
819,대림통상,006570,D,C,C,D,2025,,,,,2,4,4,2
797,대한유화,006650,B+,B+,B+,B,2025,,,,,7,7,7,6
639,삼성공조,006660,D,D,C,C,2025,,,,,2,2,4,4
595,서부T&D,006730,D,C,D,D,2025,,,,,2,4,2,2
655,블루산업개발,006740,D,C,D,D,2025,,,,,2,4,2,2
